2025-01-01,Billing - Q1,Delhi,Delhi_Agent_1,New,55,750,13.6363636363636
2025-01-01,Billing - Q1,Delhi,Delhi_Agent_2,New,24,435,18.125
2025-01-01,Billing - Q1,Delhi,Delhi_Agent_3,New,54,336,6.22222222222222
2025-01-01,Billing - Q1,Delhi,Delhi_Agent_4,New,24,465,19.375
2025-01-01,Billing - Q1,Delhi,Delhi_Agent_5,New,50,518,10.36
2025-01-01,Billing - Q1,Delhi,Delhi_Agent_6,New,52,616,11.8461538461538
2025-01-01,Billing - Q1,Delhi,Delhi_Agent_7,New,50,494,9.88
2025-01-01,Billing - Q1,Delhi,Delhi_Agent_8,Mid,56,616,11
2025-01-01,Billing - Q1,Delhi,Delhi_Agent_9,Mid,24,624,26
2025-01-01,Billing - Q1,Delhi,Delhi_Agent_10,Mid,46,560,12.1739130434783
2025-01-01,Billing - Q1,Delhi,Delhi_Agent_11,Mid,24,675,28.125
2025-01-01,Billing - Q1,Delhi,Delhi_Agent_12,Mid,59,696,11.7966101694915
2025-01-01,Billing - Q1,Delhi,Delhi_Agent_13,Mid,58,637,10.9827586206897
2025-01-01,Billing - Q1,Delhi,Delhi_Agent_14,Mid,52,300,5.76923076923077
2025-01-01,Billing - Q1,Delhi,Delhi_Agent_15,Experienced,57,624,10.9473684210526
2025-01-01,Billing - Q1,Delhi,Delhi_Agent_16,Experienced,51,440,8.62745098039216
2025-01-01,Billing - Q1,Delhi,Delhi_Agent_17,Experienced,41,540,13.1707317073171
2025-01-01,Billing - Q1,Delhi,Delhi_Agent_18,Experienced,44,405,9.20454545454546
2025-01-01,Billing - Q1,Delhi,Delhi_Agent_19,Experienced,44,396,9
2025-01-01,Billing - Q1,Delhi,Delhi_Agent_20,Experienced,45,324,7.2
2025-01-01,Billing - Q1,Mumbai,Mumbai_Agent_1,New,27,600,22.2222222222222
2025-01-01,Billing - Q1,Mumbai,Mumbai_Agent_2,New,55,705,12.8181818181818
2025-01-01,Billing - Q1,Mumbai,Mumbai_Agent_3,New,50,448,8.96
2025-01-01,Billing - Q1,Mumbai,Mumbai_Agent_4,New,42,935,22.2619047619048
2025-01-01,Billing - Q1,Mumbai,Mumbai_Agent_5,New,28,864,30.8571428571429
2025-01-01,Billing - Q1,Mumbai,Mumbai_Agent_6,New,43,944,21.953488372093
2025-01-01,Billing - Q1,Mumbai,Mumbai_Agent_7,New,58,377,6.5
2025-01-01,Billing - Q1,Mumbai,Mumbai_Agent_8,Mid,43,468,10.8837209302326
2025-01-01,Billing - Q1,Mumbai,Mumbai_Agent_9,Mid,51,812,15.921568627451
2025-01-01,Billing - Q1,Mumbai,Mumbai_Agent_10,Mid,56,455,8.125
2025-01-01,Billing - Q1,Mumbai,Mumbai_Agent_11,Mid,50,870,17.4
2025-01-01,Billing - Q1,Mumbai,Mumbai_Agent_12,Mid,54,840,15.5555555555556
2025-01-01,Billing - Q1,Mumbai,Mumbai_Agent_13,Mid,31,840,27.0967741935484
2025-01-01,Billing - Q1,Mumbai,Mumbai_Agent_14,Mid,25,795,31.8
2025-01-01,Billing - Q1,Mumbai,Mumbai_Agent_15,Experienced,53,520,9.81132075471698
2025-01-01,Billing - Q1,Mumbai,Mumbai_Agent_16,Experienced,52,352,6.76923076923077
2025-01-01,Billing - Q1,Mumbai,Mumbai_Agent_17,Experienced,20,312,15.6
2025-01-01,Billing - Q1,Mumbai,Mumbai_Agent_18,Experienced,40,552,13.8
2025-01-01,Billing - Q1,Mumbai,Mumbai_Agent_19,Experienced,57,528,9.26315789473684
2025-01-01,Billing - Q1,Mumbai,Mumbai_Agent_20,Experienced,30,598,19.9333333333333
2025-01-01,Billing - Q2,Delhi,Delhi_Agent_1,New,35,384,10.9714285714286
2025-01-01,Billing - Q2,Delhi,Delhi_Agent_2,New,41,540,13.1707317073171
2025-01-01,Billing - Q2,Delhi,Delhi_Agent_3,New,50,900,18
2025-01-01,Billing - Q2,Delhi,Delhi_Agent_4,New,58,986,17
2025-01-01,Billing - Q2,Delhi,Delhi_Agent_5,New,49,840,17.1428571428571
2025-01-01,Billing - Q2,Delhi,Delhi_Agent_6,New,57,315,5.52631578947368
2025-01-01,Billing - Q2,Delhi,Delhi_Agent_7,New,49,608,12.4081632653061
2025-01-01,Billing - Q2,Delhi,Delhi_Agent_8,Mid,54,640,11.8518518518519
2025-01-01,Billing - Q2,Delhi,Delhi_Agent_9,Mid,32,864,27
2025-01-01,Billing - Q2,Delhi,Delhi_Agent_10,Mid,33,450,13.6363636363636
2025-01-01,Billing - Q2,Delhi,Delhi_Agent_11,Mid,28,768,27.4285714285714
2025-01-01,Billing - Q2,Delhi,Delhi_Agent_12,Mid,30,616,20.5333333333333
2025-01-01,Billing - Q2,Delhi,Delhi_Agent_13,Mid,45,273,6.06666666666667
